client,target,n_query,none,moment_correct,moment_wrong_clean,moment_wrong_alt,moment_noise_image,delta_wrong_clean,delta_wrong_alt
99,brightness_dark,145,0.6896551698446274,6.896551698446274,1.3793103396892548,1.3793103396892548,31.034481525421143,5.517241358757019,5.517241358757019
0,contrast_low,178,5.056179687380791,17.977528274059296,5.056179687380791,10.674157738685608,2.8089888393878937,12.921348586678505,7.303370535373688
1,contrast_low,99,1.0101010091602802,8.080808073282242,2.0202020183205605,3.030303120613098,6.060606241226196,6.060606054961681,5.050504952669144
2,contrast_low,140,0.0,0.0,0.0,0.0,0.7142857182770967,0.0,0.0
3,contrast_low,216,4.16666679084301,0.9259259328246117,0.0,0.0,16.66666716337204,0.9259259328246117,0.9259259328246117
4,contrast_low,105,0.9523809887468815,3.809523954987526,0.0,0.9523809887468815,2.857143059372902,3.809523954987526,2.8571429662406445
5,contrast_low,158,24.683545529842377,16.455696523189545,18.35443079471588,15.189874172210693,17.721518874168396,-1.8987342715263367,1.2658223509788513
6,contrast_low,261,44.06130015850067,29.118773341178894,32.95018970966339,38.697317242622375,3.0651340261101723,-3.831416368484497,-9.578543901443481
7,contrast_low,197,1.5228426083922386,15.228426456451416,1.5228426083922386,5.5837564170360565,0.5076142027974129,13.705583848059177,9.64467003941536
8,contrast_low,193,2.590673416852951,7.253886014223099,3.10880821198225,2.590673416852951,9.84455943107605,4.1450778022408485,4.663212597370148
9,contrast_low,176,6.818182021379471,15.909090638160706,8.522727340459824,11.363636702299118,5.681818351149559,7.386363297700882,4.5454539358615875
10,contrast_low,282,15.2482271194458,10.638297349214554,14.539006352424622,10.638297349214554,51.06382966041565,-3.9007090032100677,0.0
11,contrast_low,180,54.44444417953491,27.222222089767456,37.22222447395325,36.11111342906952,13.88888955116272,-10.000002384185791,-8.888891339302063
12,contrast_low,164,10.36585345864296,12.804877758026123,9.756097197532654,9.146340936422348,4.268292337656021,3.0487805604934692,3.658536821603775
