salt,bank,target,policy,macro_class,sample_weighted,macro_client,state_choice_frequency,oracle_hit_rate,regret_median,regret_p75,regret_p90,regret_gt2_fraction,regret_gt5_fraction
T013-S1,A,brightness_dark,uniform,32.296535703287994,32.36252410399628,31.268558897347983,"{""clean"": 0, ""brightness_dark"": 200, ""contrast_low"": 0, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.7,0.0,1.843436508616994,14.285714285714286,0.24,0.215
T013-S1,A,contrast_low,P00,33.479448902565494,33.566061573242905,33.34605069902066,"{""clean"": 4, ""brightness_dark"": 57, ""contrast_low"": 87, ""gaussian_noise"": 42, ""gaussian_blur"": 10}",0.815,0.0,0.0,2.7114941133632655,0.12,0.055
T013-S1,A,contrast_low,P01,28.561473420506015,28.63887226544318,27.361031048124428,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 198, ""gaussian_noise"": 0, ""gaussian_blur"": 2}",0.47,1.3636363636363638,8.545296167247386,22.477665276950564,0.475,0.335
T013-S1,A,contrast_low,P10,33.479448902565494,33.566061573242905,33.34605069902066,"{""clean"": 4, ""brightness_dark"": 57, ""contrast_low"": 87, ""gaussian_noise"": 42, ""gaussian_blur"": 10}",0.815,0.0,0.0,2.7114941133632655,0.12,0.055
T013-S1,A,contrast_low,P11,28.561473420506015,28.63887226544318,27.361031048124428,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 198, ""gaussian_noise"": 0, ""gaussian_blur"": 2}",0.47,1.3636363636363638,8.545296167247386,22.477665276950564,0.475,0.335
T013-S1,A,contrast_low,zero_soft,28.24381879036853,28.346299620985437,27.955921979870695,"{""clean"": 40, ""brightness_dark"": 0, ""contrast_low"": 85, ""gaussian_noise"": 65, ""gaussian_blur"": 10}",0.495,0.8025166923472008,10.569985569985569,18.367346938775512,0.455,0.335
T013-S1,A,contrast_low,zero_hard,23.24968389024381,23.379214043486932,22.990003081633358,"{""clean"": 43, ""brightness_dark"": 0, ""contrast_low"": 10, ""gaussian_noise"": 118, ""gaussian_blur"": 29}",0.29,6.57681316135012,18.28748890860692,30.576923076923077,0.65,0.52
T013-S1,A,contrast_low,uniform,28.561473420506015,28.63887226544318,27.361031048124428,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 200, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.47,1.3636363636363638,8.545296167247386,22.477665276950564,0.475,0.335
T013-S1,A,gaussian_noise,P00,37.55159578271224,37.608883569386265,36.29649956783592,"{""clean"": 29, ""brightness_dark"": 72, ""contrast_low"": 8, ""gaussian_noise"": 84, ""gaussian_blur"": 7}",0.805,0.0,0.0,2.857142857142857,0.155,0.065
T013-S1,A,gaussian_noise,P01,33.02136331858969,33.09395571514064,31.81047596249869,"{""clean"": 38, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 162, ""gaussian_blur"": 0}",0.49,0.8672897196261682,6.760725229826353,18.50202429149797,0.43,0.305
T013-S1,A,gaussian_noise,P10,37.55159578271224,37.608883569386265,36.29649956783592,"{""clean"": 29, ""brightness_dark"": 72, ""contrast_low"": 8, ""gaussian_noise"": 84, ""gaussian_blur"": 7}",0.805,0.0,0.0,2.857142857142857,0.155,0.065
T013-S1,A,gaussian_noise,P11,33.02136331858969,33.09395571514064,31.81047596249869,"{""clean"": 38, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 162, ""gaussian_blur"": 0}",0.49,0.8672897196261682,6.760725229826353,18.50202429149797,0.43,0.305
T013-S1,A,gaussian_noise,zero_soft,32.92230199434641,32.99421504089368,31.649821225683823,"{""clean"": 71, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 128, ""gaussian_blur"": 1}",0.465,1.266025641025641,7.578125,18.50202429149797,0.455,0.315
T013-S1,A,gaussian_noise,zero_hard,32.754901668948186,32.82798058381541,31.365676759333386,"{""clean"": 99, ""brightness_dark"": 0, ""contrast_low"": 1, ""gaussian_noise"": 83, ""gaussian_blur"": 17}",0.435,1.7467581998474446,7.9523809523809526,18.50202429149797,0.49,0.335
