K,bank,context,salt,macroclass_p05,macroclass_median,macroclass_p95,capture_p05,capture_median,capture_p95,actual_capture,explained,median80,capture_p05_exact,capture_median_exact,capture_p95_exact
20,A,clean,T013-S0,38.355224338019184,39.04316783352333,39.50946824473668,0.6882658946288301,0.8005590715415619,0.8766733962107534,0.7143079891391769,True,True,28323273239925414165259/41151644242374761690960,411804026338552503573/514395553029684521137,14430620687047750023539/16460657696949904676384
20,A,clean,T013-S1,38.33757161806405,39.04572629855884,39.56305732494584,0.6817820643484762,0.796766766142234,0.8807669929799702,0.6758856059222951,False,False,14102348261191910512679/20684539823834146992105,2197433853943545057127/2757938643177886265614,18218259941812843823573/20684539823834146992105
20,A,clean,T013-S2,38.32314776688108,39.02739187376022,39.51260710248497,0.6793454018146015,0.7936792087840061,0.8724537469842268,0.6878753899776595,True,False,56215617475684683023267/82749684218847998783420,6567670389794163270969/8274968421884799878342,14439054411699096791411/16549936843769599756684
20,A,clean,T013-S3,38.36514395605873,39.05114532694775,39.54070120008378,0.6765188211519494,0.7863254899948033,0.8646875777729325,0.6739421689612758,False,False,1577216956862048337371/2331371881385984236970,3299790846583693182769/4196469386494771626546,72572698980128561678639/83929387729895432530920
20,A,brightness_dark,T013-S0,31.791448358022166,32.970036606809664,33.951271935643916,0.7944165031636041,0.8601421771094909,0.914862180769372,0.879860569329878,True,True,63792827154178201568701/80301487821735934514800,1381413931202384290849/1606029756434718690296,2938591770704740266569/3212059512869437380592
20,A,brightness_dark,T013-S1,31.79394563091154,33.02220586915713,33.99100991862693,0.7948744228596438,0.863397597078197,0.9174460198784675,0.8779496321387577,True,True,15951002565652180834847/20067323978379857532575,20791295163267423204103/24080788774055829039090,22092823816291602239887/24080788774055829039090
20,A,brightness_dark,T013-S2,31.78718266255792,33.00693479529557,33.90913115979301,0.7941836307512529,0.8622052971961729,0.9125178963928033,0.8813678008707797,True,True,191321174467638911089489/240902943676464202322900,20770779414799870839879/24090294367646420232290,109914123699240552529341/120451471838232101161450
20,A,brightness_dark,T013-S3,31.819443403210975,32.928338906523,33.99562016143128,0.7956863330524275,0.8575028553274596,0.9169995484520209,0.8799656933131276,True,True,95877288837981373498899/120496337382313755208450,10332595336183495724984/12049633738231375520845,110495086969704079891341/120496337382313755208450
20,A,contrast_low,T013-S0,29.535042959566862,30.68393179102742,31.792450595557465,0.7073233641570605,0.7921516170529294,0.8739991473931432,0.7196715183764195,True,False,64349219165285113147641/90975673116597952987540,7206652657179177974731/9097567311659795298754,19878165184355978482228/22743918279149488246885
20,A,contrast_low,T013-S1,29.654498405824793,30.6698614686373,31.784628767712938,0.7171770039509461,0.7922545830586698,0.8746822713884247,0.7252358357155446,True,False,130303248778560972275513/181689106121246370198720,1799300337704880760061/2271113826515579627484,7946012001433215564587/9084455306062318509936
20,A,contrast_low,T013-S2,29.477195215317767,30.676116816209262,31.7419658552425,0.6998490543330774,0.7879681688852478,0.8663066302959458,0.7184452994773376,True,False,127921289466522709909997/182784114195061049570160,1800350797044928638545/2284801427438263119627,158347090039952684272327/182784114195061049570160
20,A,contrast_low,T013-S3,29.510496881280773,30.62506586728249,31.795599439249134,0.7034202532627284,0.7854706236874697,0.871640896125241,0.7200428114089802,True,False,32092169216538069365877/45623038386629455509055,14334222566425283222847/18249215354651782203622,39766906063277967588849/45623038386629455509055
